Spectrum Number,Spectrum Name,Frequency (MHz),Wavenumber (cm-1),Pressure (Torr),Temperature (C),Tau (us),Tau Error (%),Alpha (ppm/cm),Model (ppm/cm),Residuals (ppm/cm),QF,Background,CIA (ppm/cm)
1,H2O-line1,280387781.6778829,9352.72967,5.56567,34,76681.40119497749,0.0,0.000435,9.140269560982541e-05,-0.0003435973043901746,104.0,0.00011049339114046899,0.0
1,H2O-line1,280387945.36456496,9352.73513,5.56567,34,216600.06181698188,0.0,0.000154,9.284352512353475e-05,-6.115647487646525e-05,104.0,0.00010965897192885848,0.0
1,H2O-line1,280388096.75975627,9352.74018,5.56567,34,397573.4150156759,0.0,8.39e-05,9.413496261119823e-05,1.0234962611198228e-05,104.0,0.00010888721056968084,0.0
1,H2O-line1,280388258.3478911,9352.74557,5.56567,34,258576.81798306364,0.0,0.000129,9.644995549826377e-05,-3.255004450173622e-05,104.0,0.00010806348904028116,0.0
1,H2O-line1,280388394.1538746,9352.7501,5.56567,34,79231.37653162757,0.0,0.000421,9.758881242679724e-05,-0.00032341118757320275,104.0,0.00010737119617768565,0.0
1,H2O-line1,280388569.53246254,9352.75595,5.56567,34,361783.1835120955,0.0,9.22e-05,9.905010346705401e-05,6.850103467054007e-06,104.0,0.00010647717559336056,0.0
1,H2O-line1,280388713.7326348,9352.76076,5.56567,34,166782.04759907603,0.0,0.0002,0.00010025263281076027,-9.974736718923974e-05,104.0,0.00010574209200219973,0.0
1,H2O-line1,280388871.4234677,9352.76602,5.56567,34,5587338.278025998,0.0,5.97e-06,0.00010157811383623923,9.560811383623923e-05,104.0,0.0001049382375966676,0.0
1,H2O-line1,280389037.20869696,9352.77155,5.56567,34,160367.35346065002,0.0,0.000208,0.00010299354503262249,-0.0001050064549673775,104.0,0.00010409312070256828,0.0
1,H2O-line1,280389197.2978695,9352.77689,5.56567,34,-623484.2900900037,0.0,-5.35e-05,0.0001043917808108762,0.0001578917808108762,104.0,0.0001032770403745492,0.0
1,H2O-line1,280389361.883929,9352.78238,5.56567,34,-3238486.361147107,0.0,-1.03e-05,0.00010587205881427863,0.00011617205881427864,104.0,0.00010243803644155436,0.0
1,H2O-line1,280389514.1784977,9352.78746,5.56567,34,414365.3356498783,0.0,8.05e-05,0.00010728991749250362,2.678991749250362e-05,104.0,0.00010166169036182635,0.0
1,H2O-line1,280389689.2572931,9352.7933,5.56567,34,-972490.0734640001,0.0,-3.43e-05,0.00010898881585778885,0.00014328881585778884,104.0,0.00010076919801805536,0.0
1,H2O-line1,280389845.4491638,9352.79851,5.56567,34,726719.1616517473,0.0,4.59e-05,0.00011057774508659057,6.467774508659056e-05,104.0,9.997298481390383e-05,0.0
1,H2O-line1,280390003.7395816,9352.80379,5.56567,34,209788.7391183346,0.0,0.000159,0.00011226982133907205,-4.673017866092794e-05,104.0,9.916607392781947e-05,0.0
1,H2O-line1,280390173.7219053,9352.80946,5.56567,34,308855.64370199264,0.0,0.000108,0.00011419186668658475,6.191866686584759e-06,104.0,9.829956166929849e-05,0.0
1,H2O-line1,280390341.3058893,9352.81505,5.56567,34,-5692220.054575974,0.0,-5.86e-06,0.0001161960137960232,0.0001220560137960232,104.0,9.744527533354245e-05,0.0
1,H2O-line1,280390502.29443926,9352.82042,5.56567,34,124001.5223784952,0.0,0.000269,0.00011826656742563256,-0.00015073343257436742,104.0,9.662461028441703e-05,0.0
1,H2O-line1,280390680.9707442,9352.82638,5.56567,34,438323.3839660342,0.0,7.61e-05,0.00012072599489637546,4.462599489637545e-05,104.0,9.571377905677662e-05,0.0
1,H2O-line1,280390846.1563885,9352.83189,5.56567,34,-462640.9087353011,0.0,-7.21e-05,0.00012326886047255389,0.0001953688604725539,104.0,9.487171864350753e-05,0.0
1,H2O-line1,280391012.24141026,9352.83743,5.56567,34,233261.60503367273,0.0,0.000143,0.0001259571202262587,-1.7042879773741316e-05,104.0,9.40250735091321e-05,0.0
1,H2O-line1,280391181.6241491,9352.84308,5.56567,34,163511.81137164315,0.0,0.000204,0.00012888801358610342,-7.511198641389657e-05,104.0,9.316161773116337e-05,0.0
1,H2O-line1,280391348.3087557,9352.84864,5.56567,34,67935.66093648718,0.0,0.000491,0.00013278263700028538,-0.0003582173629997146,104.0,9.231191611623569e-05,0.0
1,H2O-line1,280391504.8004188,9352.85386,5.56567,34,136148.61028496,0.0,0.000245,0.00013598781885566747,-0.00010901218114433252,104.0,9.151417467208602e-05,0.0
1,H2O-line1,280391682.87713885,9352.8598,5.56567,34,-396627.9372154008,0.0,-8.41e-05,0.0001399619394386238,0.0002240619394386238,104.0,9.060639992499787e-05,0.0
1,H2O-line1,280391847.4631983,9352.86529,5.56567,34,388316.758088652,0.0,8.59e-05,0.00014398202080295999,5.8082020802959985e-05,104.0,8.976739599228101e-05,0.0
1,H2O-line1,280392016.8459371,9352.87094,5.56567,34,223868.52026721614,0.0,0.000149,0.00014851140589803045,-4.885941019695372e-07,104.0,8.890394021431228e-05,0.0
1,H2O-line1,280392194.9226571,9352.87688,5.56567,34,311742.1450450019,0.0,0.000107,0.0001537575209367316,4.6757520936731604e-05,104.0,8.79961654675021e-05,0.0
1,H2O-line1,280392355.9112071,9352.88225,5.56567,34,4082791.862890478,0.0,8.17e-06,0.00015898313706850343,0.00015081313706850343,104.0,8.717550041837668e-05,0.0
1,H2O-line1,280392537.88522905,9352.88832,5.56567,34,285097.51726337784,0.0,0.000117,0.0001655177723098573,4.85177723098573e-05,104.0,8.624785854742097e-05,0.0
1,H2O-line1,280392701.5719111,9352.89378,5.56567,34,215202.64206332387,0.0,0.000155,0.00017204272534495786,1.704272534495786e-05,104.0,8.541343933553248e-05,0.0
1,H2O-line1,280392879.64863116,9352.89972,5.56567,34,102951.88123399754,0.0,0.000324,0.00017993810806632112,-0.0001440618919336789,104.0,8.450566458872232e-05,0.0
1,H2O-line1,280393052.32908696,9352.90548,5.56567,34,216600.06181698188,0.0,0.000154,0.0001885040603496326,3.4504060349632606e-05,104.0,8.362539816743827e-05,0.0
1,H2O-line1,280393236.10186374,9352.91161,5.56567,34,1212960.3461750983,0.0,2.75e-05,0.0001987601422645503,0.0001712601422645503,104.0,8.268858685454787e-05,0.0
1,H2O-line1,280393403.3860553,9352.91719,5.56567,34,422768.1814932219,0.0,7.89e-05,0.00020928188159186127,0.00013038188159186128,104.0,8.183582875878997e-05,0.0
1,H2O-line1,280393585.95966226,9352.92328,5.56567,34,472470.3897990823,0.0,7.06e-05,0.00022227453495343182,0.00015167453495343184,104.0,8.090513040700403e-05,0.0
1,H2O-line1,280393744.849665,9352.92858,5.56567,34,306022.105686378,0.0,0.000109,0.00023929110540138,0.00013029110540138,104.0,8.009516304036742e-05,0.0
1,H2O-line1,280393932.81953615,9352.93485,5.56567,34,106230.60356629048,0.0,0.000314,0.000256501356149309,-5.749864385069098e-05,104.0,7.913695636305535e-05,0.0
1,H2O-line1,280394100.70331264,9352.94045,5.56567,34,99571.3717009409,0.0,0.000335,0.0002741875016871045,-6.081249831289549e-05,104.0,7.82811417867452e-05,0.0
1,H2O-line1,280394281.77795726,9352.94649,5.56567,34,57710.05107234464,0.0,0.000578,0.0002962103274221163,-0.00028178967257788364,104.0,7.735808463661786e-05,0.0
1,H2O-line1,280394454.45841306,9352.95225,5.56567,34,50160.01431551159,0.0,0.000665,0.0003206538957332592,-0.0003443461042667408,104.0,7.647781821533382e-05,0.0
1,H2O-line1,280394632.2353406,9352.95818,5.56567,34,124001.5223784952,0.0,0.000269,0.00035011567741955135,8.111567741955137e-05,104.0,7.557157170879977e-05,0.0
1,H2O-line1,280394809.11289084,9352.96408,5.56567,34,80962.15902867768,0.0,0.000412,0.00038477494771351346,-2.7225052286486526e-05,104.0,7.466990992309409e-05,0.0
1,H2O-line1,280394988.6885732,9352.97007,5.56567,34,73310.79015344002,0.0,0.000455,0.00042680923916324867,-2.8190760836751334e-05,104.0,7.375449397462532e-05,0.0
1,H2O-line1,280395168.2642556,9352.97606,5.56567,34,75982.70961233533,0.0,0.000439,0.00047763409547118304,3.863409547118305e-05,104.0,7.283907802587859e-05,0.0
1,H2O-line1,280395340.9447114,9352.98182,5.56567,34,59458.84049877933,0.0,0.000561,0.0005372254612776568,-2.3774538722343163e-05,104.0,7.195881160459454e-05,0.0
1,H2O-line1,280395498.6355443,9352.98708,5.56567,34,52200.95386512552,0.0,0.000639,0.0006035924802684466,-3.540751973155347e-05,104.0,7.115495719906242e-05,0.0
1,H2O-line1,280395690.8025099,9352.99349,5.56567,34,43489.45178593899,0.0,0.000767,0.0007051632264020528,-6.183677359794721e-05,104.0,7.017535515732869e-05,0.0
1,H2O-line1,280395865.88130534,9352.99933,5.56567,34,57117.13958872467,0.0,0.000584,0.0008250348364118198,0.0002410348364118198,104.0,6.928286281355771e-05,0.0
1,H2O-line1,280396045.1571952,9353.00531,5.56567,34,35944.406810145694,0.0,0.000928,0.0009968590320067027,6.885903200670273e-05,104.0,6.836897510536507e-05,0.0
1,H2O-line1,280396219.3366133,9353.01112,5.56567,34,34141.667881080044,0.0,0.000977,0.0012108736505513262,0.00023387365055132624,104.0,6.748106748270043e-05,0.0
1,H2O-line1,280396393.5160314,9353.01693,5.56567,34,24436.93005114667,0.0,0.001365,0.0015138809277344442,0.00014888092773444428,104.0,6.65931598597578e-05,0.0
1,H2O-line1,280396584.78361964,9353.02331,5.56567,34,22522.8963671946,0.0,0.001481,0.002024853438889769,0.0005438534388897693,104.0,6.561814253885245e-05,0.0
1,H2O-line1,280396765.85826427,9353.02935,5.56567,34,13401.530542312257,0.0,0.002489,0.0028448912664987055,0.0003558912664987056,104.0,6.46950853887251e-05,0.0
1,H2O-line1,280396943.6351918,9353.03528,5.56567,34,8826.782090451232,0.0,0.003779,0.004386005275634743,0.0006070052756347428,104.0,6.378883888219105e-05,0.0
1,H2O-line1,280397130.40589315,9353.04151,5.56567,34,4497.291292950681,0.0,0.007417,0.008120292156259703,0.0007032921562597026,104.0,6.283674516626147e-05,0.0
1,H2O-line1,280397310.5811604,9353.04752,5.56567,34,2094.8570947569683,0.0,0.015923,0.017160922985265427,0.0012379229852654272,104.0,6.191827273696248e-05,0.0
1,H2O-line1,280397507.5448053,9353.05409,5.56567,34,920.8881210263156,0.0,0.036222,0.04056934433071724,0.004347344330717241,104.0,6.0914218850254874e-05,0.0
1,H2O-line1,280397702.1101105,9353.06058,5.56567,34,452.07575414806803,0.0,0.073785,0.08438875197177942,0.010603751971779415,104.0,5.992239088603421e-05,0.0
1,H2O-line1,280397887.0820572,9353.06675,5.56567,34,262.53313121627633,0.0,0.127056,0.13882985588335134,0.011773855883351336,104.0,5.8979466611761334e-05,0.0
1,H2O-line1,280398041.47517306,9353.0719,5.56567,34,191.73656101520496,0.0,0.17397,0.17632461692145143,0.002354616921451419,104.0,5.81924228495445e-05,0.0
1,H2O-line1,280398203.6628928,9353.07731,5.56567,34,176.43012921520977,0.0,0.189063,0.18873487163259003,-0.0003281283674099744,104.0,5.73656448393146e-05,0.0
1,H2O-line1,280398430.905576,9353.08489,5.56567,34,208.4241508101999,0.0,0.160041,0.15096402823969016,-0.009076971760309832,104.0,5.6207238680827055e-05,0.0
1,H2O-line1,280398614.37856025,9353.09101,5.56567,34,309.6872112135847,0.0,0.10771,0.09698068742551504,-0.010729312574484964,104.0,5.5271955608212766e-05,0.0
1,H2O-line1,280398795.15341246,9353.09704,5.56567,34,577.2303376159898,0.0,0.057787,0.05115241245316384,-0.006634587546836157,104.0,5.4350426698361547e-05,0.0
1,H2O-line1,280398990.61809504,9353.10356,5.56567,34,1217.5649554612062,0.0,0.027396,0.02193542539425618,-0.005460574605743819,104.0,5.3354014013312515e-05,0.0
1,H2O-line1,280399171.0931548,9353.10958,5.56567,34,2690.9010583910294,0.0,0.012396,0.010195097977844488,-0.002200902022155513,104.0,5.243401334373742e-05,0.0
1,H2O-line1,280399360.8617807,9353.11591,5.56567,34,4875.242548935283,0.0,0.006842,0.00602881130659442,-0.0008131886934055798,104.0,5.146663722449065e-05,0.0
1,H2O-line1,280399544.9343499,9353.12205,5.56567,34,6321.093333298315,0.0,0.005277,0.0051361405192752885,-0.00014085948072471103,104.0,5.0528297671324115e-05,0.0
1,H2O-line1,280399718.8139756,9353.12785,5.56567,34,6480.7479152545575,0.0,0.005147,0.005031729957397754,-0.0001152700426022453,104.0,4.9641918288657606e-05,0.0
1,H2O-line1,280399904.38550705,9353.13404,5.56567,34,6917.546561554378,0.0,0.004822,0.004714688023043252,-0.00010731197695674783,104.0,4.869593753383249e-05,0.0
1,H2O-line1,280400107.64479357,9353.14082,5.56567,34,8402.118266955971,0.0,0.00397,0.003810525182544674,-0.00015947481745532538,104.0,4.765979060049241e-05,0.0
1,H2O-line1,280400267.4341737,9353.14615,5.56567,34,11446.949045921485,0.0,0.002914,0.0028971129793106784,-1.6887020689321502e-05,104.0,4.6845238512749444e-05,0.0
1,H2O-line1,280400482.6851585,9353.15333,5.56567,34,19667.69429234387,0.0,0.001696,0.0018395782222571484,0.00014357822225714834,104.0,4.574796196697462e-05,0.0
1,H2O-line1,280400658.9631238,9353.15921,5.56567,34,28632.111175807044,0.0,0.001165,0.0012866538173219868,0.00012165381732198678,104.0,4.4849356661821175e-05,0.0
1,H2O-line1,280400838.8385986,9353.16521,5.56567,34,39710.01133311334,0.0,0.00084,0.0009754605561208288,0.00013546055612082876,104.0,4.3932412473076296e-05,0.0
1,H2O-line1,280401024.4101301,9353.1714,5.56567,34,52282.7735420301,0.0,0.000638,0.0008290480946124766,0.00019104809461247658,104.0,4.298643171825118e-05,0.0
1,H2O-line1,280401215.9775108,9353.17779,5.56567,34,58829.64641942717,0.0,0.000567,0.0008046253232039569,0.00023762532320395686,104.0,4.2009886157069704e-05,0.0
1,H2O-line1,280401384.76066464,9353.18342,5.56567,34,53887.57596092925,0.0,0.000619,0.0008722769844609445,0.0002532769844609445,104.0,4.114948685993119e-05,0.0
1,H2O-line1,280401580.5251397,9353.18995,5.56567,34,51795.66695623479,0.0,0.000644,0.0010238745215732637,0.0003798745215732636,104.0,4.015154593432806e-05,0.0
1,H2O-line1,280401775.0904449,9353.19644,5.56567,34,42492.24142651618,0.0,0.000785,0.0011858772639970045,0.0004008772639970045,104.0,3.915971797010741e-05,0.0
1,H2O-line1,280401954.3663348,9353.20242,5.56567,34,27681.667651298932,0.0,0.001205,0.0013153611050026875,0.00011036110500268754,104.0,3.824583026191476e-05,0.0
1,H2O-line1,280402154.0281119,9353.20908,5.56567,34,19760.9061136346,0.0,0.001688,0.0015341874802391677,-0.00015381251976083238,104.0,3.72280222121661e-05,0.0
1,H2O-line1,280402356.0882285,9353.21582,5.56567,34,15500.1902973119,0.0,0.002152,0.0020141957184327728,-0.00013780428156722705,104.0,3.6197988240208476e-05,0.0
1,H2O-line1,280402535.064326,9353.22179,5.56567,34,12107.589662364864,0.0,0.002755,0.0026343818148660708,-0.00012061818513392931,104.0,3.528562877229196e-05,0.0
1,H2O-line1,280402713.4408385,9353.22774,5.56567,34,10120.26987858471,0.0,0.003296,0.0031368936248078495,-0.00015910637519215036,104.0,3.437632578492769e-05,0.0
1,H2O-line1,280402891.21776605,9353.23367,5.56567,34,10469.682837355682,0.0,0.003186,0.0031753197461566593,-1.068025384334077e-05,104.0,3.347007927839364e-05,0.0
1,H2O-line1,280403107.66792077,9353.24089,5.56567,34,13766.574296250603,0.0,0.002423,0.0025134419108396107,9.04419108396109e-05,104.0,3.236668977123635e-05,0.0
1,H2O-line1,280403305.53094304,9353.24749,5.56567,34,23473.898324993104,0.0,0.001421,0.0016313663087512134,0.00021036630875121342,104.0,3.1358051163422396e-05,0.0
1,H2O-line1,280403491.1024745,9353.25368,5.56567,34,37991.35480616766,0.0,0.000878,0.0009611084440860363,8.310844408603631e-05,104.0,3.041207040859728e-05,0.0
1,H2O-line1,280403631.7051374,9353.25837,5.56567,34,83600.02385918597,0.0,0.000399,0.000636657287026854,0.000237657287026854,104.0,2.9695325701027867e-05,0.0
1,H2O-line1,280403823.272518,9353.26476,5.56567,34,344591.0074361075,0.0,9.68e-05,0.00039820113455355606,0.0003014011345535561,104.0,2.8718780139846392e-05,0.0
1,H2O-line1,280404014.8398987,9353.27115,5.56567,34,167620.1483407799,0.0,0.000199,0.00029206889122547106,9.306889122547105e-05,104.0,2.7742234578664917e-05,0.0
1,H2O-line1,280404235.18735534,9353.2785,5.56567,34,82361.50498719804,0.0,0.000405,0.00023596522151647756,-0.00016903477848352242,104.0,2.6618977947362097e-05,0.0
1,H2O-line1,280404400.0732072,9353.284,5.56567,34,337957.54326053907,0.0,9.87e-05,0.0002115794463107227,0.00011287944631072269,104.0,2.5778445774369128e-05,0.0
1,H2O-line1,280404601.83353144,9353.29073,5.56567,34,160367.35346065002,0.0,0.000208,0.00019034374921291435,-1.7656250787085633e-05,104.0,2.474994004240964e-05,0.0
1,H2O-line1,280404807.49115765,9353.29759,5.56567,34,144400.04121132122,0.0,0.000231,0.00017391030081568437,-5.708969918431564e-05,104.0,2.3701567186582608e-05,0.0
1,H2O-line1,280404980.17161345,9353.30335,5.56567,34,125873.24347100078,0.0,0.000265,0.0001626063890229455,-0.00010239361097705448,104.0,2.2821300765298562e-05,0.0
1,H2O-line1,280405184.92986226,9353.31018,5.56567,34,141942.1681694264,0.0,0.000235,0.00015121648176640978,-8.378351823359022e-05,104.0,2.1777512630299895e-05,0.0
1,H2O-line1,280405402.5791868,9353.31744,5.56567,34,115820.86638824725,0.0,0.000288,0.00014083462479740045,-0.00014716537520259956,104.0,2.066801016176013e-05,0.0
1,H2O-line1,280405583.3540389,9353.32347,5.56567,34,79043.6244545384,0.0,0.000422,0.00013337259590593656,-0.00028862740409406345,104.0,1.9746481252186902e-05,0.0
1,H2O-line1,280405768.62577796,9353.32965,5.56567,34,155871.07252250094,0.0,0.000214,0.0001263392560571352,-8.766074394286479e-05,104.0,1.8802028737637907e-05,0.0
1,H2O-line1,280405949.1008377,9353.33567,5.56567,34,442392.6992017932,0.0,7.54e-05,0.00012010112724416087,4.4701127244160864e-05,104.0,1.7882028068062796e-05,0.0
1,H2O-line1,280406138.56967115,9353.34199,5.56567,34,196214.17364597178,0.0,0.00017,0.0001140888709382146,-5.5911129061785416e-05,104.0,1.6916180189092148e-05,0.0
1,H2O-line1,280406337.9316557,9353.34864,5.56567,34,161924.31805735535,0.0,0.000206,0.00010826409533466172,-9.773590466533827e-05,104.0,1.5899900379897597e-05,0.0
1,H2O-line1,280406531.5975836,9353.3551,5.56567,34,218015.7484955242,0.0,0.000153,0.0001030258955911921,-4.99741044088079e-05,104.0,1.4912657136505295e-05,0.0
1,H2O-line1,280406731.2593606,9353.36176,5.56567,34,138985.03966589668,0.0,0.00024,9.79990533453991e-05,-0.0001420009466546009,104.0,1.3894849087034609e-05,0.0
1,H2O-line1,280406912.6337977,9353.36781,5.56567,34,115820.86638824725,0.0,0.000288,9.37200358453447e-05,-0.0001942799641546553,104.0,1.2970263696631147e-05,0.0
1,H2O-line1,280407104.50097084,9353.37421,5.56567,34,487666.80584525154,0.0,6.84e-05,8.945610299350964e-05,2.1056102993509645e-05,104.0,1.199218989517355e-05,0.0
1,H2O-line1,280407305.0621252,9353.3809,5.56567,34,1023202.7460066014,0.0,3.26e-05,8.5255809617976e-05,5.2655809617976e-05,104.0,1.0969797124596524e-05,0.0
1,H2O-line1,280407490.0340718,9353.38707,5.56567,34,-154427.82185099632,0.0,-0.000216,8.158990462069489e-05,0.0002975899046206949,104.0,1.002687285032365e-05,0.0
1,H2O-line1,280407670.2093391,9353.39308,5.56567,34,342117.0207160534,0.0,9.75e-05,7.819188132734748e-05,-1.9308118672652514e-05,104.0,9.10840042130265e-06,0.0
1,H2O-line1,280407862.9758895,9353.39951,5.56567,34,-1010800.2884792486,0.0,-3.3e-05,7.472766809807245e-05,0.00010772766809807245,104.0,8.125741899016702e-06,0.0
1,H2O-line1,280408062.93745905,9353.40618,5.56567,34,337957.54326053907,0.0,9.87e-05,7.130421769131608e-05,-2.7395782308683916e-05,104.0,7.106405608991919e-06,0.0
1,H2O-line1,280408242.8129338,9353.41218,5.56567,34,903967.7376643686,0.0,3.69e-05,6.835971041601832e-05,3.1459710416018315e-05,104.0,6.1894614202470406e-06,0.0
1,H2O-line1,280408445.172843,9353.41893,5.56567,34,682135.1640044008,0.0,4.89e-05,6.518714672353276e-05,1.628714672353276e-05,104.0,5.157899207735309e-06,0.0
1,H2O-line1,280408636.74022365,9353.42532,5.56567,34,417476.9652041953,0.0,7.99e-05,6.230946488702524e-05,-1.7590535112974764e-05,104.0,4.181353646553847e-06,0.0
1,H2O-line1,280408835.5026233,9353.43195,5.56567,34,-926566.931105978,0.0,-3.6e-05,5.944280727371486e-05,9.544280727371486e-05,104.0,3.168130317911526e-06,0.0
1,H2O-line1,280409030.06792855,9353.43844,5.56567,34,350382.4529392353,0.0,9.52e-05,5.6745534489939754e-05,-3.845446551006024e-05,104.0,2.176302353690859e-06,0.0
1,H2O-line1,280409235.4257623,9353.44529,5.56567,34,-351490.0897767672,0.0,-9.49e-05,-0.0002908132662036841,-0.0001959132662036841,104.0,1.129457738139949e-06,0.0
1,H2O-line1,280409415.3012371,9353.45129,5.56567,34,-186348.6565352805,0.0,-0.000179,-0.0002872563934113667,-0.0001082563934113667,104.0,2.1251354911708113e-07,0.0
1,H2O-line1,280409593.6777496,9353.45724,5.56567,34,-205903.76246799508,0.0,-0.000162,4.333854664026617e-06,0.00016633385466402662,104.0,-6.967894379692136e-07,0.0
1,H2O-line1,280409790.94118696,9353.46382,5.56567,34,-766814.0119497749,0.0,-4.35e-05,3.21798514193141e-06,4.671798514193141e-05,104.0,-1.7023715652309402e-06,0.0
1,H2O-line1,280409987.3052469,9353.47037,5.56567,34,-535415.8831431012,0.0,-6.23e-05,2.1303079446023215e-06,6.443030794460232e-05,104.0,-2.7033689711083097e-06,0.0
1,H2O-line1,280410170.47843874,9353.47648,5.56567,34,667128.1903963041,0.0,5e-05,1.136318169781297e-06,-4.8863681830218705e-05,104.0,-3.637123803446491e-06,0.0
1,H2O-line1,280410363.8445742,9353.48293,5.56567,34,-209788.7391183346,0.0,-0.000159,1.0914268059594376e-07,0.00015910914268059593,104.0,-4.622838806562672e-06,0.0
1,H2O-line1,280410550.915068,9353.48917,5.56567,34,-290055.73495491483,0.0,-0.000115,-8.623490121622217e-07,0.00011413765098783778,104.0,-5.576460763046372e-06,0.0
1,H2O-line1,280410759.57061875,9353.49613,5.56567,34,-125873.24347100078,0.0,-0.000265,-1.918682127679161e-06,0.00026308131787232083,104.0,-6.640116021912595e-06,0.0
1,H2O-line1,280410956.2344712,9353.50269,5.56567,34,-134501.65128957745,0.0,-0.000248,-2.8859221414855637e-06,0.00024511407785851445,104.0,-7.642641668344089e-06,0.0
1,H2O-line1,280411147.5020594,9353.50907,5.56567,34,-786707.7716937548,0.0,-4.24e-05,-3.670165874607788e-06,3.872983412539221e-05,104.0,-8.617658989249443e-06,0.0
1,H2O-line1,280411333.3733834,9353.51527,5.56567,34,409281.09840264055,0.0,8.15e-05,-4.521033198353822e-06,-8.602103319835382e-05,104.0,-9.565167984350667e-06,0.0
1,H2O-line1,280411534.53412265,9353.52198,5.56567,34,798000.2277467753,0.0,4.18e-05,-5.402476134819668e-06,-4.720247613481967e-05,104.0,-1.059061723547995e-05,0.0
1,H2O-line1,280411710.2125031,9353.52784,5.56567,34,-654047.2454865726,0.0,-5.1e-05,-7.05763631572467e-06,4.394236368427533e-05,104.0,-1.1486166060081137e-05,0.0
1,H2O-line1,280411904.1782234,9353.53431,5.56567,34,-300508.19387220906,0.0,-0.000111,-7.761181333930248e-06,0.00010323881866606975,104.0,-1.2474937543471598e-05,0.0
