,molec_id,local_iso_id,elower,nu,nu_err,nu_vary,sw,sw_err,sw_vary,sw_scale_factor,gamma0_self,gamma0_self_err,gamma0_self_vary,n_gamma0_self,delta0_self,delta0_self_err,delta0_self_vary,n_delta0_self,nuVC_self,nuVC_self_err,nuVC_self_vary,n_nuVC_self,SD_gamma_self,SD_gamma_self_err,SD_gamma_self_vary,n_gamma2_self,SD_delta_self,SD_delta_self_err,SD_delta_self_vary,n_delta2_self,eta_self,eta_self_err,eta_self_vary,y_self,y_self_err,y_self_vary,n_y_self
28,1,4,403.549,9353.899,0.0,False,8.74,0.0,False,1e-29,0.549,0.0,False,0.79,-0.00799,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0,0.0,False,0
29,1,4,964.8505,9353.902824,0.0,False,2.14,0.0,False,1e-29,0.34,0.0,False,0.79,-0.01349,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0,0.0,False,0
30,1,1,1050.1577,9353.973751,0.0,True,15.8,0.0,True,1e-29,0.333,0.0,True,0.73,-0.0107,0.0,True,0,0,0.0,False,1,0.0,0.0,False,0.73,0,0.0,False,0,0,0.0,False,0,0.0,True,0
31,1,1,816.6942,9354.338051,0.0,False,2.14,0.0,False,1e-29,0.352,0.0,False,0.67,-0.01951,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.67,0,0.0,False,0,0,0.0,False,0,0.0,False,0
32,1,1,2572.1391,9354.345578,0.0,False,4.3100000000000005,0.0,False,1e-29,0.352,0.0,False,0.69,-0.03332,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.69,0,0.0,False,0,0,0.0,False,0,0.0,False,0
33,1,1,920.1684,9354.400293,0.0,False,179.0,0.0,False,1e-29,0.315,0.0,False,0.7,-0.00498,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.7,0,0.0,False,0,0,0.0,False,0,0.0,False,0
34,1,4,100.3909,9354.567623,0.0,False,3.2800000000000002,0.0,False,1e-29,0.494,0.0,False,0.79,-0.010555,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.79,0,0.0,False,0,0,0.0,False,0,0.0,False,0
35,1,1,1327.11,9354.969931,0.0,False,748.0000000000001,0.0,False,1e-29,0.4,0.0,False,0.42,-0.01414,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.42,0,0.0,False,0,0,0.0,False,0,0.0,False,0
36,1,1,1114.5499,9355.017295,0.0,False,5.930000000000001,0.0,False,1e-29,0.298,0.0,False,0.67,-0.00195,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.67,0,0.0,False,0,0,0.0,False,0,0.0,False,0
37,1,1,3224.5465,9355.093588,0.0,False,2.1700000000000004,0.0,False,1e-29,0.298,0.0,False,0.65,-0.008619,0.0,False,0,0,0.0,False,1,0.0,0.0,False,0.65,0,0.0,False,0,0,0.0,False,0,0.0,False,0
